foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
新竹縣政府警察局,竹北分局,HNB00312,十興里,新竹縣竹北市十興里20鄰嘉興一街7號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00313,中興里,新竹縣竹北市中興里5鄰嘉豐七街139號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00314,十興里,新竹縣竹北市十興里26鄰莊敬五街112號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00315,十興里,新竹縣竹北市十興里20鄰嘉興路505號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00316,鹿場里,新竹縣竹北市鹿場里10鄰福興東路一段370巷7號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00317,中興里,新竹縣竹北市中興里9鄰復興一街192號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00318,鹿場里,新竹縣竹北市鹿場里7鄰自強三路67號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00319,鹿場里,新竹縣竹北市鹿場里4鄰光明六路東一段186號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00320,中興里,新竹縣竹北市中興里8鄰復興二路225號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00321,鹿場里,新竹縣竹北市鹿場里7鄰成功八路128號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00322,中興里,新竹縣竹北市中興里13鄰嘉豐一街36號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00323,鹿場里,新竹縣竹北市鹿場里4鄰成功三路10號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00324,鹿場里,新竹縣竹北市鹿場里5鄰文興路83號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00325,中興里,新竹縣竹北市中興里4鄰嘉豐六路一段67號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00326,鹿場里,新竹縣竹北市鹿場里5鄰成功九街75號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00327,鹿場里,新竹縣竹北市鹿場里8鄰自強五路145號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00328,鹿場里,新竹縣竹北市鹿場里5鄰興隆路二段99號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00329,十興里,新竹縣竹北市十興里21鄰莊敬七街109號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00330,十興里,新竹縣竹北市十興里22鄰勝利十街22號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00331,十興里,新竹縣竹北市十興里21鄰莊敬七街91號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00332,鹿場里,新竹縣竹北市鹿場里9鄰成功十二街60號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00333,十興里,新竹縣竹北市十興里13鄰自強北路136號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00334,東興里,新竹縣竹北市東興里39鄰光明六路東二段38號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00335,北興里,新竹縣竹北市北興里3鄰勝利八街一段207號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00336,鹿場里,新竹縣竹北市鹿場里25鄰成功九街48號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00337,東興里,新竹縣竹北市東興里23鄰十興路二段86號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00338,中興里,新竹縣竹北市中興里5鄰文興路二段25號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00339,北興里,新竹縣竹北市北興里28鄰十興路一段500號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00340,東興里,新竹縣竹北市東興里38鄰光明六路東二段331號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00341,中興里,新竹縣竹北市中興里4鄰嘉豐南路一段82號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00342,中興里,新竹縣竹北市中興里7鄰光明六路東二段236號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00343,北興里,新竹縣竹北市北興里1鄰十興路267號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00344,鹿場里,新竹縣竹北市鹿場里31鄰嘉興路62號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00345,東興里,新竹縣竹北市東興里22鄰嘉興路478號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00346,鹿場里,新竹縣竹北市鹿場里8鄰福興東路一段261號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00347,東興里,新竹縣竹北市東興里6鄰嘉興路338巷32號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00348,東興里,新竹縣竹北市東興里28鄰嘉興路588號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00349,北興里,新竹縣竹北市北興里33鄰十興路一段540號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00350,鹿場里,新竹縣竹北市鹿場里24鄰成功八路32號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00351,北興里,新竹縣竹北市北興里20鄰莊敬五路163號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
