foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE02000170,江翠里,新北市板橋區文化路二段225巷16號,,,1,1393.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000172,文化里,新北市板橋區松江街63號,25.028945,121.468438,1,1406.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000178,溪頭里,新北市板橋區溪頭街324號,25.032552,121.467445,1,629.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000179,溪頭里,新北市板橋區長江路二段256號,25.032613,121.469174,1,160.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000180,江翠里,新北市板橋區宏國路15號,25.032695,121.469749,1,752.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000189,文化里,新北市板橋區松江街26號,25.026884,121.468794,1,349.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000193,純翠里,新北市板橋區長江路二段8號,25.031342,121.464742,1,179.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000195,柏翠里,新北市板橋區文化路二段441巷18號,25.033868,121.474322,1,1135.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000196,純翠里,新北市板橋區吳鳳路23號,25.030981,121.467011,1,144.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000197,純翠里,新北市板橋區吳鳳路17號,25.030426,121.467497,1,142.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000198,柏翠里,新北市板橋區長江路三段72號,25.034055,121.473959,1,793.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000199,純翠里,新北市板橋區吳鳳路19號,25.030758,121.467212,1,459.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000200,溪頭里,新北市板橋區長江路二段181號,25.032138,121.466739,1,624.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000201,溪頭里,新北市板橋區長江路二段151號,25.031896,121.465933,1,1215.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000202,柏翠里,新北市板橋區文化路二段385號1,25.03141,121.473316,1,910.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000203,江翠里,新北市板橋區長江路二段216號,25.032296,121.467942,1,176.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000204,柏翠里,新北市板橋區文化路二段441巷7號,25.033382,121.474537,1,187.0,鐵路警察局臺北分局,
